chr1	start1	end1	chr2	start2	end2	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	Bin1_Label	Bin2_Label	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_SigRepl	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	id
chr16	19150000	19160000	chr16	19180000	19190000	940.5	677.5	737.5	694.5	LD	ND	380	0.06587712	291	0.029395058	135	0.001554263	161	0.001088678	1.108070122	2.217978706	3.83982e-07	6.29663e-05	2.748e-05	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-19150000-19160000-chr16-19180000-19190000
chr16	19720000	19730000	chr16	20090000	20100000	89	777.5	99.5	931.5	ND	LD	78	0.08467443	64	0.092285522	42	0.004406907	59	0.000264317	0.424669839	0.263773816	0.22025685	0.78174212	0.708621986	0	2	P	Gm17799	CTCF_pos	NA	P	Klhl24	CTCF_pos	NA	chr16-19720000-19730000-chr16-20090000-20100000
chr16	20710000	20720000	chr16	23100000	23110000	946	1492.5	944.5	1792	LD	LD	4	1	4	1	15	0.000176931	12	0.00837737	-1.818807045	-2.251299453	0.032811821	0.551888917	0.226479773	0	2	P	Clcn2,Polr2h	CTCF_pos	NA	P	Eif4a2,Snord2	CTCF_pos	NA	chr16-20710000-20720000-chr16-23100000-23110000
chr16	21490000	21500000	chr16	22060000	22070000	853.5	214.5	913	139.5	ND	LD	13	1	12	1	34	5.49213e-12	18	0.000298549	-1.163158272	-1.256924506	0.045539112	0.667762528	0.296621005	0	2	E		NA	Active_CTCF_pos	P	Igf2bp2	CTCF_neg	NA	chr16-21490000-21500000-chr16-22060000-22070000
chr16	21820000	21830000	chr16	22000000	22010000	215.5	443.5	193	486.5	LD	LD	28	0.018283254	9	1	40	0.005506872	41	0.000691979	-1.192159999	-0.700290027	0.012592673	0.319016891	0.123773914	0	2	P	Map3k13	CTCF_pos	NA	P	Senp2	CTCF_pos	NA	chr16-21820000-21830000-chr16-22000000-22010000
chr16	21820000	21830000	chr16	22010000	22020000	215.5	274.5	193	311	LD	LD	14	1	11	1	38	6.30617e-06	34	1.14839e-05	-1.604690429	-0.960337957	0.002532249	0.101148535	0.044065331	0	2	P	Map3k13	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-21820000-21830000-chr16-22010000-22020000
chr16	21840000	21850000	chr16	22000000	22010000	130	443.5	97.5	486.5	LD	LD	37	1	26	1	47	5.23155e-09	38	0.000470866	-0.520790256	-0.396328866	0.218354994	0.78174212	0.704943362	0	2	P	Gm5962,Gm26744	CTCF_pos	NA	P	Senp2	CTCF_pos	NA	chr16-21840000-21850000-chr16-22000000-22010000
chr16	22340000	22350000	chr16	22540000	22550000	207	927	145	1171.5	LD	LD	62	1	55	1	70	0	54	9.86935e-09	-0.180895993	0.273308021	0.599948096	0.804211974	0.935910278	0	2	E		NA	Active_CTCF_pos	P	Gm49565,Gm15651	CTCF_pos	NA	chr16-22340000-22350000-chr16-22540000-22550000
chr16	22340000	22350000	chr16	22550000	22560000	207	174.5	145	208	LD	ND	28	1	38	1	43	1.2171e-09	42	3.19141e-09	-0.457425855	-0.380528249	0.276350032	0.78174212	0.796285678	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-22340000-22350000-chr16-22550000-22560000
chr16	22340000	22350000	chr16	23100000	23110000	207	1492.5	145	1792	LD	LD	9	1	15	1	26	6.12177e-06	23	0.000781043	-1.122614538	-1.344917976	0.061020214	0.78174212	0.364288529	0	2	E		NA	Active_CTCF_pos	P	Eif4a2,Snord2	CTCF_pos	NA	chr16-22340000-22350000-chr16-23100000-23110000
chr16	23120000	23130000	chr16	23310000	23320000	1161.5	340.5	1331.5	486.5	ND	ND	76	0.134601668	51	1	67	0.001565288	76	2.73028e-06	-0.243214841	0.425698275	0.461211212	0.78174212	0.899589075	0	2	P	Rfc4,6330408M09Rik	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-23120000-23130000-chr16-23310000-23320000
chr16	23120000	23130000	chr16	23370000	23380000	1161.5	473.5	1331.5	359.5	ND	ND	78	0.019918012	54	0.010188753	73	4.96112e-08	73	1.55899e-07	-0.224519852	0.469557403	0.490909947	0.78174212	0.904408194	0	2	P	Rfc4,6330408M09Rik	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-23120000-23130000-chr16-23370000-23380000
chr16	23220000	23230000	chr16	23270000	23280000	1448.5	974.5	1557.5	1157.5	LD	ND	363	0.048107124	210	0.08651279	276	0.001694701	261	1.73466e-07	0.015042166	2.437266995	0.941670099	0.988631121	1	0	2	P	BC106179,St6gal1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-23220000-23230000-chr16-23270000-23280000
chr16	23220000	23230000	chr16	23290000	23300000	1448.5	412.5	1557.5	473	LD	LD	243	1	127	1	203	7.44149e-05	164	0.001411849	-0.073088271	1.857941926	0.753459709	0.890354668	1	0	2	P	BC106179,St6gal1	CTCF_pos	NA	P	St6gal1	CTCF_neg	NA	chr16-23220000-23230000-chr16-23290000-23300000
chr16	23220000	23230000	chr16	23300000	23310000	1448.5	544	1557.5	470.5	LD	LD	222	0.112311339	109	1	298	1.46e-15	169	0.000105694	-0.598168098	1.990126079	0.008427214	0.24391661	0.095973496	0	2	P	BC106179,St6gal1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-23220000-23230000-chr16-23300000-23310000
chr16	23220000	23230000	chr16	25250000	25260000	1448.5	1659	1557.5	1594	LD	LD	12	0.410303064	11	0.069225941	20	1.8842e-06	15	0.000691441	-0.697664774	-1.638639609	0.289493446	0.78174212	0.803235364	0	2	P	BC106179,St6gal1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-23220000-23230000-chr16-25250000-25260000
chr16	23230000	23240000	chr16	23280000	23290000	521	2277	540.5	3043	ND	ND	395	1	239	0.092706691	485	0	310	7.67825e-07	-0.426626827	2.816586925	0.02487932	0.488010759	0.18327831	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-23230000-23240000-chr16-23280000-23290000
chr16	23240000	23250000	chr16	23370000	23380000	317	473.5	324.5	359.5	ND	ND	37	1	23	1	66	0.000374486	52	0.001443762	-1.062686384	-0.133352188	0.006959626	0.209192871	0.082442642	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-23240000-23250000-chr16-23370000-23380000
chr16	23270000	23280000	chr16	25250000	25260000	974.5	1659	1157.5	1594	ND	LD	14	0.01700659	10	0.085134522	13	0.006731595	12	0.007411694	-0.141120105	-1.859761568	0.841640325	0.952682371	1	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-23270000-23280000-chr16-25250000-25260000
chr16	23370000	23380000	chr16	25250000	25260000	473.5	1659	359.5	1594	ND	LD	7	1	3	1	16	5.82093e-05	12	0.005860912	-1.549675528	-2.15070602	0.056700183	0.738960097	0.352622822	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-23370000-23380000-chr16-25250000-25260000
chr16	23990000	24000000	chr16	24220000	24230000	846.5	562.5	726	439.5	LD	LD	36	0.763498031	28	1	56	4.79424e-08	62	7.35559e-09	-0.956955998	-0.116370055	0.014286377	0.343962213	0.131475484	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-23990000-24000000-chr16-24220000-24230000
chr16	23990000	24000000	chr16	24490000	24500000	846.5	328.5	726	242.5	LD	LD	11	1	16	1	19	0.000169761	21	3.73377e-05	-0.650567298	-1.466968113	0.293433355	0.78174212	0.807125325	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-23990000-24000000-chr16-24490000-24500000
chr16	23990000	24000000	chr16	25010000	25020000	846.5	371	726	278	LD	LD	10	0.028494063	8	0.224412585	15	3.01343e-05	12	0.003428296	-0.669863936	-1.957364719	0.362576385	0.78174212	0.870012952	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-23990000-24000000-chr16-25010000-25020000
chr16	24010000	24020000	chr16	24390000	24400000	288.5	2227.5	151.5	1994.5	ND	LD	63	1	52	1	121	3.19715e-05	123	0	-1.166038829	0.839229139	8.99892e-05	0.006976611	0.003038249	0	2	E		NA	Active_CTCF_neg	P	Lppos,Lpp	CTCF_pos	NA	chr16-24010000-24020000-chr16-24390000-24400000
chr16	24010000	24020000	chr16	24620000	24630000	288.5	858.5	151.5	931.5	ND	ND	63	0.010586341	25	1	53	2.8e-05	38	7.55467e-12	-0.133580382	-0.131675996	0.730796604	0.871093166	1	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr16-24010000-24020000-chr16-24620000-24630000
chr16	24010000	24020000	chr16	24650000	24660000	288.5	1211	151.5	1189	ND	LD	32	1	24	1	43	5.90241e-05	27	1.71697e-07	-0.423517727	-0.611489324	0.352686342	0.78174212	0.865557846	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr16-24010000-24020000-chr16-24650000-24660000
chr16	24010000	24020000	chr16	25050000	25060000	288.5	957.5	151.5	860.5	ND	LD	13	1	14	0.068007762	23	0.000166767	21	1.67774e-09	-0.791007144	-1.383285143	0.18924552	0.78174212	0.647097214	0	2	E		NA	Active_CTCF_neg	P	A230028O05Rik	CTCF_pos	NA	chr16-24010000-24020000-chr16-25050000-25060000
chr16	24030000	24040000	chr16	25250000	25260000	124.5	1659	99	1594	ND	LD	21	0.041269246	18	0.013616983	22	0.000430409	21	0.00104155	-0.225236972	-1.200877427	0.687352854	0.861243874	0.994679139	0	2	P	Gm49518	CTCF_neg	NA	E		NA	Active_CTCF_pos	chr16-24030000-24040000-chr16-25250000-25260000
chr16	24110000	24120000	chr16	25250000	25260000	120	1659	109.5	1594	LD	LD	11	1	18	0.04521489	26	1.37989e-05	23	0.000420645	-0.852173586	-1.261642931	0.139793645	0.78174212	0.557484541	0	2	O		NA	NA	E		NA	Active_CTCF_pos	chr16-24110000-24120000-chr16-25250000-25260000
chr16	24140000	24150000	chr16	25250000	25260000	157.5	1659	121	1594	LD	LD	26	0.016722692	15	0.662661615	37	1.16699e-10	29	3.95554e-06	-0.771736601	-0.831777619	0.118887957	0.78174212	0.511771826	0	2	O		NA	NA	E		NA	Active_CTCF_pos	chr16-24140000-24150000-chr16-25250000-25260000
chr16	24160000	24170000	chr16	25240000	25250000	400.5	573	325	666	LD	LD	14	0.016702429	12	0.028247744	13	0.001186273	15	9.97266e-05	-0.182314321	-1.743765108	0.788024223	0.911389934	1	0	2	P	Gm32126	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr16-24160000-24170000-chr16-25240000-25250000
chr16	24320000	24330000	chr16	25250000	25260000	141	1659	139.5	1594	LD	LD	22	1	22	0.111605718	34	1.74088e-05	42	2.89618e-10	-0.861248577	-0.693068208	0.068012756	0.78174212	0.376267481	0	2	S		NA	NA	E		NA	Active_CTCF_pos	chr16-24320000-24330000-chr16-25250000-25260000
chr16	24340000	24350000	chr16	25140000	25150000	1973.5	269.5	1640	267	LD	ND	22	1	12	0.765082972	23	1.38954e-05	28	1.46293e-09	-0.647645327	-1.151824886	0.241195292	0.78174212	0.751425385	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-24340000-24350000-chr16-25140000-25150000
chr16	24340000	24350000	chr16	25210000	25220000	1973.5	260.5	1640	243.5	LD	LD	22	1	11	1	27	3.25085e-09	20	2.15403e-05	-0.59491551	-1.218801301	0.293160656	0.78174212	0.808805528	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-24340000-24350000-chr16-25210000-25220000
chr16	24370000	24380000	chr16	25250000	25260000	146	1659	142.5	1594	LD	LD	25	1	22	0.57398134	31	0.003888528	34	0.000113645	-0.545175789	-0.785315337	0.260639864	0.78174212	0.773906992	0	2	P	Gm41434	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-24370000-24380000-chr16-25250000-25260000
chr16	24380000	24390000	chr16	25250000	25260000	151.5	1659	146.5	1594	LD	LD	27	1	27	0.021307657	46	7.56348e-09	39	7.17735e-06	-0.746758634	-0.483331444	0.087954897	0.78174212	0.431356602	0	2	P	AC169509.1	CTCF_neg	NA	E		NA	Active_CTCF_pos	chr16-24380000-24390000-chr16-25250000-25260000
chr16	24390000	24400000	chr16	25030000	25040000	2227.5	133	1994.5	133	LD	LD	49	0.042826487	36	0.164293228	62	8.79311e-09	57	3.31527e-06	-0.569138672	0.043484072	0.124021543	0.78174212	0.523562644	0	2	P	Lppos,Lpp	CTCF_pos	NA	O		NA	NA	chr16-24390000-24400000-chr16-25030000-25040000
chr16	24390000	24400000	chr16	25070000	25080000	2227.5	166	1994.5	135	LD	LD	40	0.049934515	32	0.047986162	38	0.002075488	38	0.003630096	-0.159787379	-0.407740994	0.70585111	0.861243874	1	0	2	P	Lppos,Lpp	CTCF_pos	NA	S		NA	NA	chr16-24390000-24400000-chr16-25070000-25080000
chr16	24390000	24400000	chr16	25200000	25210000	2227.5	277.5	1994.5	442.5	LD	ND	18	0.015092083	15	0.085446156	27	4.18737e-07	35	1.07441e-11	-0.975324596	-1.006026828	0.064866794	0.78174212	0.376267481	0	2	P	Lppos,Lpp	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr16-24390000-24400000-chr16-25200000-25210000
chr16	24390000	24400000	chr16	25210000	25220000	2227.5	260.5	1994.5	243.5	LD	LD	28	1	13	1	33	1.96902e-10	35	3.31419e-11	-0.796548663	-0.813814026	0.105390152	0.78174212	0.472582078	0	2	P	Lppos,Lpp	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr16-24390000-24400000-chr16-25210000-25220000
chr16	24390000	24400000	chr16	25220000	25230000	2227.5	304	1994.5	286.5	LD	LD	20	0.011789137	17	1	27	6.81936e-08	28	4.524e-08	-0.65026831	-1.045783127	0.221660875	0.78174212	0.711314573	0	2	P	Lppos,Lpp	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr16-24390000-24400000-chr16-25220000-25230000
chr16	24390000	24400000	chr16	25230000	25240000	2227.5	149	1994.5	139	LD	LD	26	1	29	0.0102144	34	0.001045375	44	1.04503e-07	-0.578157892	-0.558591158	0.196653427	0.78174212	0.66692655	0	2	P	Lppos,Lpp	CTCF_pos	NA	O		NA	NA	chr16-24390000-24400000-chr16-25230000-25240000
chr16	24400000	24410000	chr16	25250000	25260000	167.5	1659	162	1594	LD	LD	26	1	28	0.020637559	33	0.005031173	34	0.001228307	-0.396282839	-0.682676206	0.395808774	0.78174212	0.884730896	0	2	P	Gm24440	CTCF_neg	NA	E		NA	Active_CTCF_pos	chr16-24400000-24410000-chr16-25250000-25260000
chr16	24440000	24450000	chr16	25250000	25260000	352.5	1659	416.5	1594	LD	LD	13	0.302073755	13	0.211528321	20	0.00013636	21	4.2299e-05	-0.735753657	-1.46217609	0.234862537	0.78174212	0.741217193	0	2	P	Lpp	CTCF_neg	NA	E		NA	Active_CTCF_pos	chr16-24440000-24450000-chr16-25250000-25260000
chr16	24490000	24500000	chr16	25250000	25260000	328.5	1659	242.5	1594	LD	LD	8	1	11	1	17	0.003963252	20	0.000206466	-1.035868461	-1.693367767	0.125511185	0.78174212	0.525760813	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr16-24490000-24500000-chr16-25250000-25260000
chr16	24650000	24660000	chr16	25210000	25220000	1211	260.5	1189	243.5	LD	LD	15	1	15	1	20	0.007001874	25	2.65936e-05	-0.656586732	-1.321023745	0.263515303	0.78174212	0.778528865	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-24650000-24660000-chr16-25210000-25220000
chr16	24880000	24890000	chr16	25050000	25060000	698.5	957.5	728.5	860.5	LD	LD	43	0.193268139	44	0.012149004	107	2.18e-14	99	1.686e-14	-1.332787056	0.556881174	3.97842e-05	0.003501801	0.001523877	0	2	P	Gm22672	CTCF_pos	NA	P	A230028O05Rik	CTCF_pos	NA	chr16-24880000-24890000-chr16-25050000-25060000
chr16	24880000	24890000	chr16	25240000	25250000	698.5	573	728.5	666	LD	LD	26	0.66503976	32	0.018185522	41	9.20453e-06	33	0.008952083	-0.451067993	-0.558380563	0.313153196	0.78174212	0.842355356	0	2	P	Gm22672	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr16-24880000-24890000-chr16-25240000-25250000
chr16	24910000	24920000	chr16	25050000	25060000	441	957.5	401.5	860.5	LD	LD	25	1	39	0.013385832	67	8.60857e-06	56	0.000281087	-1.044116696	-0.073520023	0.006902515	0.208438603	0.081794588	0	2	E		NA	Active_CTCF_pos	P	A230028O05Rik	CTCF_pos	NA	chr16-24910000-24920000-chr16-25050000-25060000
chr16	24960000	24970000	chr16	25260000	25270000	334.5	339	377	348.5	LD	ND	14	1	17	1	30	0.001484439	32	0.000835556	-1.080883479	-1.029909259	0.043087045	0.65996222	0.28378577	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-24960000-24970000-chr16-25260000-25270000
chr16	25010000	25020000	chr16	25250000	25260000	371	1659	278	1594	LD	LD	40	0.3988457	29	1	80	3.62045e-09	89	4.7368e-11	-1.364692136	0.261185459	0.000114669	0.008561632	0.003740024	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr16-25010000-25020000-chr16-25250000-25260000
chr16	25370000	25380000	chr16	25950000	25960000	88.5	270	94	256.5	LD	LD	15	1	16	0.597274588	21	0.000136075	24	0.000196733	-0.61501508	-1.302312952	0.291355273	0.78174212	0.806240092	0	2	S		NA	NA	P	Gm4524	CTCF_pos	NA	chr16-25370000-25380000-chr16-25950000-25960000
chr16	25420000	25430000	chr16	25950000	25960000	127	270	100	256.5	ND	LD	8	1	9	1	10	0.008119716	13	0.000495189	-0.506387348	-2.114803878	0.513955925	0.78174212	0.915591781	0	2	E		NA	Active_CTCF_pos	P	Gm4524	CTCF_pos	NA	chr16-25420000-25430000-chr16-25950000-25960000
chr16	28840000	28850000	chr16	29570000	29580000	52	444	35.5	457	ND	LD	8	1	8	0.693567827	14	0.000972067	22	1.35527e-08	-1.222627055	-1.791066449	0.082293664	0.78174212	0.42104382	0	2	S		NA	NA	P	Opa1	CTCF_pos	NA	chr16-28840000-28850000-chr16-29570000-29580000
chr16	28910000	28920000	chr16	29570000	29580000	122	444	54.5	457	ND	LD	3	1	1	1	24	1.08177e-06	11	0.002078939	-3.16249323	-2.095795623	0.000354758	0.021615437	0.009425418	0	2	E		NA	Active_CTCF_pos	P	Opa1	CTCF_pos	NA	chr16-28910000-28920000-chr16-29570000-29580000
chr16	29620000	29630000	chr16	30180000	30190000	210	2006.5	229.5	1823	LD	ND	30	1	30	0.439486556	74	3.15285e-10	58	8.58269e-06	-1.233420078	-0.029165224	0.001304205	0.060842202	0.02649248	0	2	S		NA	NA	E		NA	Active_CTCF_pos	chr16-29620000-29630000-chr16-30180000-30190000
chr16	29640000	29650000	chr16	30180000	30190000	209.5	2006.5	231	1823	LD	ND	38	1	32	0.693297421	55	0.007612757	60	5.16972e-05	-0.793275701	-0.095670691	0.040287676	0.638982019	0.268475748	0	2	O		NA	NA	E		NA	Active_CTCF_pos	chr16-29640000-29650000-chr16-30180000-30190000
chr16	29650000	29660000	chr16	30070000	30080000	1083.5	568	993	481.5	LD	LD	14	0.265360564	17	0.054812058	18	0.000260537	23	3.38191e-05	-0.478655126	-1.377911289	0.423252503	0.78174212	0.897463414	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29650000-29660000-chr16-30070000-30080000
chr16	29660000	29670000	chr16	30140000	30150000	605.5	281.5	382.5	273.5	LD	LD	10	1	14	0.342731989	21	0.000407163	21	0.001950378	-0.892687488	-1.480770251	0.153690964	0.78174212	0.578345051	0	2	E		NA	Active_CTCF_pos	P	n-R5s32	CTCF_pos	NA	chr16-29660000-29670000-chr16-30140000-30150000
chr16	29660000	29670000	chr16	30190000	30200000	605.5	274	382.5	200	LD	ND	11	0.256513812	13	1	29	1.03092e-10	17	0.007278251	-1.044873472	-1.387401713	0.085506395	0.78174212	0.430555515	0	2	E		NA	Active_CTCF_pos	P	1700025H01Rik	CTCF_pos	NA	chr16-29660000-29670000-chr16-30190000-30200000
chr16	29670000	29680000	chr16	30180000	30190000	147	2006.5	111.5	1823	LD	ND	27	1	37	1	75	0.000537569	72	0.000309804	-1.291534774	0.09376855	0.00049196	0.028046764	0.012205517	0	2	O		NA	NA	E		NA	Active_CTCF_pos	chr16-29670000-29680000-chr16-30180000-30190000
chr16	29680000	29690000	chr16	30060000	30070000	298	1761	231	2054.5	LD	LD	44	1	40	1	75	0	95	0	-1.087887719	0.3434109	0.00149491	0.067221942	0.029274945	0	2	E		NA	Active_CTCF_neg	P	Hes1	CTCF_pos	NA	chr16-29680000-29690000-chr16-30060000-30070000
chr16	29680000	29690000	chr16	30180000	30190000	298	2006.5	231	1823	LD	ND	42	1	37	0.237318832	92	0	70	0	-1.132163675	0.288053025	0.001165282	0.055610762	0.024213077	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr16-29680000-29690000-chr16-30180000-30190000
chr16	29680000	29690000	chr16	30220000	30230000	298	1434	231	1375.5	LD	LD	64	0.014461062	42	0.77950712	32	1.86814e-08	42	6.5837e-13	0.452138753	-0.149276376	0.247552333	0.78174212	0.75874588	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr16-29680000-29690000-chr16-30220000-30230000
chr16	29690000	29700000	chr16	30230000	30240000	388	456	198	362	LD	LD	14	0.043819473	15	0.010107452	19	0.000118933	25	8.5931e-08	-0.671691149	-1.357904676	0.259141649	0.78174212	0.772926525	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29690000-29700000-chr16-30230000-30240000
chr16	29720000	29730000	chr16	29910000	29920000	568	205	361.5	121	LD	LD	18	1	11	1	44	0.000265643	43	0.004845344	-1.65635907	-0.72097233	0.000714791	0.037763923	0.016434778	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-29720000-29730000-chr16-29910000-29920000
chr16	29720000	29730000	chr16	30000000	30010000	568	318.5	361.5	372	LD	LD	15	1	16	1	34	9.27972e-05	42	4.00625e-06	-1.364156154	-0.843312461	0.006895837	0.208438603	0.08198291	0	2	E		NA	Active_CTCF_pos	P	4632428C04Rik	CTCF_pos	NA	chr16-29720000-29730000-chr16-30000000-30010000
chr16	29720000	29730000	chr16	30050000	30060000	568	150.5	361.5	125.5	LD	LD	31	1	22	1	21	0.008410329	34	1.06924e-07	-0.110388878	-0.846217751	0.82283511	0.938023282	1	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29720000-29730000-chr16-30050000-30060000
chr16	29720000	29730000	chr16	30260000	30270000	568	137.5	361.5	100	LD	ND	21	1	30	0.041877959	39	2.54144e-05	35	0.007907369	-0.633299187	-0.633959345	0.168839079	0.78174212	0.610174344	0	2	E		NA	Active_CTCF_pos	P	Cpn2	CTCF_pos	NA	chr16-29720000-29730000-chr16-30260000-30270000
chr16	29730000	29740000	chr16	29910000	29920000	404.5	205	319.5	121	LD	LD	12	1	0	1	46	0.000474721	49	2.42252e-05	-3.017315556	-0.821727419	3.87149e-08	8.17659e-06	3.55819e-06	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr16-29730000-29740000-chr16-29910000-29920000
chr16	29730000	29740000	chr16	29990000	30000000	404.5	409	319.5	439.5	LD	ND	17	0.815036368	26	1	64	9.17e-15	68	3.73e-15	-1.703829582	-0.165191578	2.71123e-05	0.002553131	0.001111857	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29730000-29740000-chr16-29990000-30000000
chr16	29730000	29740000	chr16	30000000	30010000	404.5	318.5	319.5	372	LD	LD	16	0.218940284	23	1	39	3.73489e-06	45	4.34092e-08	-1.188019365	-0.656387812	0.011474324	0.298586706	0.115291993	0	2	E		NA	Active_CTCF_pos	P	4632428C04Rik	CTCF_pos	NA	chr16-29730000-29740000-chr16-30000000-30010000
chr16	29730000	29740000	chr16	30050000	30060000	404.5	150.5	319.5	125.5	LD	LD	14	1	0	1	25	0.00039526	29	1.11919e-05	-1.978741075	-1.42791955	0.00204812	0.086132791	0.037512331	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29730000-29740000-chr16-30050000-30060000
chr16	29730000	29740000	chr16	30070000	30080000	404.5	568	319.5	481.5	LD	LD	10	0.604950366	13	1	32	1.32091e-08	22	0.001967947	-1.330695893	-1.263823917	0.023201734	0.467218688	0.176065337	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_pos	chr16-29730000-29740000-chr16-30070000-30080000
chr16	29730000	29740000	chr16	30140000	30150000	404.5	281.5	319.5	273.5	LD	LD	14	0.67409601	22	1	49	8.1e-16	47	2.072e-14	-1.505452852	-0.551015614	0.001011642	0.049343515	0.021497829	0	2	E		NA	Active_CTCF_pos	P	n-R5s32	CTCF_pos	NA	chr16-29730000-29740000-chr16-30140000-30150000
chr16	29730000	29740000	chr16	30190000	30200000	404.5	274	319.5	200	LD	ND	11	0.434567952	0	1	57	0	50	0	-3.322719963	-0.680453473	4.65403e-10	1.45584e-07	6.33998e-08	0	2	E		NA	Active_CTCF_pos	P	1700025H01Rik	CTCF_pos	NA	chr16-29730000-29740000-chr16-30190000-30200000
chr16	29730000	29740000	chr16	30240000	30250000	404.5	131	319.5	108	LD	ND	22	0.196380598	0	1	37	0.000103724	52	3.4045e-11	-2.042460943	-0.785271287	6.28356e-05	0.005176473	0.002253868	0	2	E		NA	Active_CTCF_pos	O		NA	NA	chr16-29730000-29740000-chr16-30240000-30250000
chr16	29740000	29750000	chr16	30180000	30190000	125	2006.5	73.5	1823	LD	ND	27	1	30	0.799922039	94	4.45705e-12	75	3.33561e-08	-1.664399896	0.202065663	4.77685e-06	0.00057263	0.000249919	0	2	S		NA	NA	E		NA	Active_CTCF_pos	chr16-29740000-29750000-chr16-30180000-30190000
chr16	29750000	29760000	chr16	30060000	30070000	105.5	1761	86	2054.5	LD	LD	41	1	55	1	102	5.94067e-06	112	2.91933e-06	-1.242522156	0.627170057	8.84937e-05	0.006867162	0.002988427	0	2	P	Gm49636	CTCF_pos	NA	P	Hes1	CTCF_pos	NA	chr16-29750000-29760000-chr16-30060000-30070000
