chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr9	62450000	62460000	chr9	62470000	62480000	57	363.5	116	595.5	HD	LD	0	1	0	1	103	0.0186435070120775	105	0.00261723965637023	-9.75490231768853	1.56267765225399	0	0	0	0	1	E			Active_CTCF_pos	S				3.7061550617218	3.69872784614563	5.16837549209595	8.30283641815186	6.2780966758728
chr9	62450000	62460000	chr9	62540000	62550000	57	223.5	116	275.5	HD	LD	0	1	0	1	35	7.109279056e-07	24	0.0060190053633104	-7.95238144654091	-0.125312245730795	3.5229e-13	3.0324557e-10	1.2741999e-10	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	2.09260606765747	2.96834754943848	3.72260665893555	3.92306160926819	4.95574188232422
chr9	62450000	62460000	chr9	62550000	62560000	57	1022	116	1353.5	HD	LD	0	1	0	1	116	0	98	0	-9.80159128725297	1.60784670011606	0	0	0	0	2	E			Active_CTCF_pos	S				13.5081825256348	8.67003726959229	17.4375839233398	24.829517364502	19.2910652160645
chr9	62470000	62480000	chr9	62530000	62540000	363.5	91.5	595.5	326.5	LD	HD	48	0.00535016468688335	38	0.0565511085876395	130	0	108	2.714e-14	-1.56507448835341	2.16645518395113	5.51040215e-09	2.24887480362e-06	1.0226966788e-06	1	2	S				P	Coro2b	CTCF_pos		5.92330074310303	6.4013524055481	7.41223001480103	16.6628551483154	15.3457584381104
chr9	62470000	62480000	chr9	62540000	62550000	363.5	223.5	595.5	275.5	LD	LD	65	5.82415363e-09	28	0.994929231029963	150	0	138	0	-1.70909686765993	2.39874665697723	9.71219e-12	6.64542678e-09	2.90783045e-09	1	2	S				E			Active_CTCF_pos	7.11350202560425	8.76309871673584	12.8342247009277	24.4796943664551	20.799388885498
chr9	62470000	62480000	chr9	62550000	62560000	363.5	1022	595.5	1353.5	LD	LD	244	0	142	2.655532e-11	414	4.4773256855522e-111	351	0	-1.07573823961463	3.96722050790221	1.43015e-12	1.11486779e-09	5.0024336e-10	2	2	S				S				32.4339408874512	38.4660606384277	48.8991775512695	70.6703109741211	61.6279335021973
chr9	62480000	62490000	chr9	62530000	62540000	69	91.5	217.5	326.5	HD	HD	30	0.0136727251122971	17	0.801552763338477	54	9.919549331057e-05	61	1.5257669813e-07	-1.3686069828072	1.19303653635532	0.00024106231206889	0.0238043447917528	0.0106331012266087	0	2	E			Active_CTCF_pos	P	Coro2b	CTCF_pos		2.85493421554565	1.6595162153244	6.49914360046387	6.54489374160767	6.79494285583496
chr9	62480000	62490000	chr9	62540000	62550000	69	223.5	217.5	275.5	HD	LD	37	1.541364092634e-05	27	0.0101469488302277	83	0	68	5.198e-14	-1.3326882416818	1.58946817863559	3.213840211767e-05	0.00452032144091463	0.00204304137313623	1	2	E			Active_CTCF_pos	E			Active_CTCF_pos	4.33916187286377	3.26343441009522	6.0739107131958	8.55968570709229	10.2305059432983
chr9	62480000	62490000	chr9	62550000	62560000	69	1022	217.5	1353.5	HD	LD	109	6.96e-15	46	0.558476497017572	175	0	161	0	-1.19434745360233	2.75325698078526	6.574679722e-08	2.087192384205e-05	8.81264567056e-06	1	2	E			Active_CTCF_pos	S				11.9323263168335	12.2405185699463	23.624059677124	27.1025199890137	24.2029247283936
chr9	62490000	62500000	chr9	62530000	62540000	80	91.5	186.5	326.5	LD	HD	35	0.015226191951004	20	0.994929231029963	71	2.2974081119e-07	44	0.0430554162602021	-1.16011112622175	1.2687959416692	0.00127084042461652	0.0868883558191645	0.0389207233089404	0	1	E			Active_CTCF_pos	P	Coro2b	CTCF_pos		2.84020972251892	1.97503530979157	7.63557195663452	5.07432270050049	5.38291120529175
chr9	62490000	62500000	chr9	62540000	62550000	80	223.5	186.5	275.5	LD	LD	27	0.188999239599687	18	0.994929231029963	67	1.69751374e-09	37	0.0392017637348401	-1.31048786719707	1.09004337809923	0.00070454234571005	0.0554003456116613	0.0250378392883196	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	2.73344779014587	2.87649464607239	5.12608528137207	5.41999006271362	5.96444988250732
chr9	62500000	62510000	chr9	62550000	62560000	48	1022	112	1353.5	HD	LD	0	1	0	1	79	0.00069866291891598	71	0.00339247023273225	-9.28768312785433	1.11359919336507	0	0	0	0	2	E			Active_CTCF_pos	S				6.43878793716431	4.42537641525269	5.94992017745972	7.87432527542114	9.05992412567139
chr9	62820000	62830000	chr9	63100000	63110000	713	73.5	821	134.5	ND	LD	0	1	0	1	22	5.098740308671e-05	17	0.0143957167307554	-7.3545281364072	-0.644897422404011	1.201885012e-08	4.54455283924e-06	1.98683311471e-06	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	7.60342264175415	5.35868072509766	9.07743358612061	5.44779300689697	8.82364463806152
chr9	62840000	62850000	chr9	62900000	62910000	535	93	632.5	103.5	LD	LD	40	0.0593325177484479	0	1	50	0.00281430133688499	44	0.0317831242000274	-1.28200778006236	0.948356327423763	0.00167848853686743	0.106887357774713	0.046703082088384	0	1	P	Cln6,Gm10653	CTCF_pos		S				4.89016675949097	5.52273511886597	1.75010991096497	5.13581132888794	5.96779489517212
chr9	62840000	62850000	chr9	63100000	63110000	535	73.5	632.5	134.5	LD	LD	0	1	0	1	51	0	62	0	-8.87077585691498	0.718568329022006	0	0	0	0	2	P	Cln6,Gm10653	CTCF_pos		E			Active_CTCF_pos	15.3675365447998	10.6270866394043	8.73739910125732	15.1765327453613	24.9428806304932
chr9	62840000	62850000	chr9	63780000	63790000	535	78	632.5	122.5	LD	LD	0	1	0	1	6	0.1817480450331	9	0.00921242679154411	-5.97309131560598	-1.69942070654168	0.00057668897733946	0.0469271538582753	0.0205654513028956	0	1	P	Cln6,Gm10653	CTCF_pos		E			Active_CTCF_pos	18.8646011352539	9.42195129394531	15.9147157669067	18.1605758666992	18.6007061004639
chr9	62910000	62920000	chr9	63100000	63110000	232.5	73.5	211.5	134.5	LD	LD	0	1	0	1	20	0.00013214422563192	12	0.191828861574881	-7.07744457229968	-0.875541294728296	2.9752828555e-07	8.022239283064e-05	3.643915388646e-05	0	1	S				E			Active_CTCF_pos	3.68084359169006	2.28161287307739	2.40933632850647	2.40587115287781	4.29929161071777
chr9	63910000	63920000	chr9	64070000	64080000	740	68	911	90	LD	ND	0	1	0	1	42	8.9162031324e-07	29	0.0498142131797949	-8.21845245547932	0.114381451179063	4.2e-16	5.4859e-13	2.4663e-13	0	1	S				S				9.38890743255615	13.1227264404297	12.8655614852905	9.48968029022217	9.40776920318604
chr9	63980000	63990000	chr9	64070000	64080000	280.5	68	340.5	90	LD	ND	0	1	0	1	39	0.00048120278498595	37	0.00069974013129373	-8.3072817418439	0.195654958170671	2e-17	4.488e-14	2.047e-14	0	2	S				S				6.6417498588562	5.44197034835815	6.24866151809692	8.28201866149902	7.20835161209106
chr9	63990000	64000000	chr9	64070000	64080000	135	68	267	90	ND	ND	0	1	0	1	18	0.996070564002786	41	1.94481097433e-06	-7.91927889380094	-0.15321778831327	7.0643e-13	5.8082454e-10	2.6350795e-10	0	1	S				S				3.19297885894775	1.67907416820526	5.30975914001465	5.82150077819824	5.29128742218018
chr9	64020000	64030000	chr9	64040000	64050000	567	94.5	703	140	LD	LD	0	1	0	1	166	1.9094819e-10	131	5.603457568327e-05	-10.2761632366922	2.06941927234512	0	0	0	0	2	P	Smad6	CTCF_pos		P	1700055C04Rik,Gm25606,1110036E04Rik	CTCF_pos		8.0543212890625	8.64772987365723	6.26608371734619	6.66411828994751	8.76636695861816
chr9	64020000	64030000	chr9	64070000	64080000	567	68	703	90	LD	ND	0	1	0	1	75	1.4447664e-10	66	2.4393620439e-07	-9.19917570029731	1.02921088924142	0	0	0	0	2	P	Smad6	CTCF_pos		S				6.13507127761841	5.75298929214478	5.4922342300415	6.1358380317688	8.07843208312988
chr9	64040000	64050000	chr9	64080000	64090000	94.5	418	140	538	LD	ND	0	1	0	1	112	3.242173579595e-05	121	2.429560623e-08	-9.91670205463456	1.71940388089113	0	0	0	0	2	P	1700055C04Rik,Gm25606,1110036E04Rik	CTCF_pos		P	Scarletltr	CTCF_pos		8.21078872680664	11.0978174209595	7.95044088363648	10.148645401001	11.6089286804199
chr9	64340000	64350000	chr9	64620000	64630000	488.5	81	564.5	85	ND	LD	0	1	11	0.994929231029963	29	1.1264205856e-07	21	0.00332143712422047	-2.30429944730902	-0.106523573408268	0.0003915149264625	0.0347060295718888	0.0155819641349002	0	2	P	Dis3l	CTCF_pos		S				6.22098255157471	15.6638355255127	6.35420370101929	8.17168998718262	12.1705436706543
chr9	64350000	64360000	chr9	64620000	64630000	341.5	81	398	85	LD	LD	0	1	20	0.0463974734597571	36	1.76517e-11	39	1.54826e-12	-2.03401645556763	0.461218128659981	5.890073352667e-05	0.00746229239357115	0.00334921522339922	0	2	S				S				7.07596302032471	14.9737224578857	10.2706842422485	12.4566125869751	17.22629737854
chr9	64390000	64400000	chr9	64610000	64620000	605.5	289	700	326.5	ND	ND	25	0.0906666668916914	30	0.0470372138280045	77	0	38	0.00014226676569808	-1.18489370789469	1.26670201570168	0.00100970969971051	0.0724612949310885	0.0326450073628789	0	2	S				S				10.0076713562012	11.987512588501	10.5243692398071	14.6938695907593	19.2824325561523
chr9	64390000	64400000	chr9	64620000	64630000	605.5	81	700	85	ND	LD	0	1	21	0.338485391722804	48	2.848e-14	48	1.64752e-12	-2.32155669089986	0.747000274056099	4.3062588916e-07	0.00011050380971944	4.968481808556e-05	0	2	S				S				11.1805057525635	15.8613700866699	15.9618797302246	19.7832736968994	19.6504554748535
chr9	64950000	64960000	chr9	65120000	65130000	121	995	105	1196.5	LD	LD	0	1	52	0.00055498169662952	49	0.00035306184962346	60	2.815960183501e-05	-1.20978011945288	1.15869499157935	0.00125311496410781	0.0857275934078404	0.0384426964111528	1	2	P	Slc24a1	CTCF_pos		E			Active_CTCF_pos	14.814944267273	18.9322452545166	12.0283355712891	14.7951040267944	17.3302822113037
chr9	65020000	65030000	chr9	65120000	65130000	129	995	112	1196.5	LD	LD	0	1	93	1.10525898e-09	102	4.71133e-11	115	2.367e-14	-1.37155517746132	2.07574485266433	5.5726278841e-07	0.00013706143029765	6.238634744966e-05	1	2	P	Hacd3	CTCF_pos		E			Active_CTCF_pos	18.6961078643799	25.4792938232422	12.3339014053345	14.6509580612183	21.2323036193848
chr9	65080000	65090000	chr9	65120000	65130000	107	995	92.5	1196.5	LD	LD	0	1	82	0.298955029827649	114	0.00071943285815189	129	2.47651251894e-06	-1.71465283284872	2.14914829768979	2.4764646e-10	1.325386818e-07	5.955876231e-08	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	10.2247552871704	11.3799648284912	4.7230339050293	8.45720481872559	12.5168895721436
chr9	65600000	65610000	chr9	65620000	65630000	807	107	891.5	118	LD	LD	0	1	152	0.00084404004042401	140	0.0391450009599963	143	0.00523476757522543	-1.05259712512225	2.54877034847909	7.17144426032e-06	0.00127741233609612	0.00053859157413034	1	1	S				P	Rbpms2	CTCF_pos		8.66714954376221	7.29326629638672	6.86067581176758	8.46670818328857	8.26871299743652
chr9	65620000	65630000	chr9	65660000	65670000	107	810.5	118	919.5	LD	LD	0	1	93	0.00734698056398932	153	6.815e-13	168	1.2e-15	-1.93639379094241	2.4958222080218	2.84e-15	3.28608e-12	1.49611e-12	1	2	P	Rbpms2	CTCF_pos		P	Oaz2	CTCF_pos		10.4829559326172	11.7561626434326	8.26530933380127	12.1961793899536	16.3432960510254
chr9	66930000	66940000	chr9	66960000	66970000	402.5	86	466	67	ND	LD	0	1	48	0.78065940820655	76	0.00851835105386735	53	0.53782365876714	-1.58261767564953	1.308385351791	1.03843814394e-05	0.0017450309556014	0.00073334186824897	0	1	S				S				4.63427782058716	6.50268125534058	2.10292148590088	4.26797485351563	4.95657253265381
chr9	66990000	67000000	chr9	67040000	67050000	152.5	1020.5	163	1267.5	ND	LD	0	1	151	0	173	0	152	2.5e-16	-1.26613182629314	2.68466571924004	2.123066305e-08	7.56984802247e-06	3.20050492565e-06	1	2	S				P	Tpm1	CTCF_pos		18.2229843139648	22.9013233184815	11.6252288818359	10.4309244155884	18.7238426208496
chr9	66990000	67000000	chr9	67270000	67280000	152.5	284.5	163	503	ND	LD	0	1	10	0.54978615894016	14	0.0813220709894764	34	2.84972501e-09	-2.34648650252083	-0.193224496185146	0.00050806413597267	0.0430461701527753	0.0193012986553718	0	1	S				E			Active_CTCF_pos	6.22098255157471	7.00750541687012	2.42064905166626	7.15022850036621	12.779070854187
chr9	67040000	67050000	chr9	67230000	67240000	1020.5	76	1267.5	95.5	LD	LD	0	1	0	1	19	0.525913599237283	36	0.00013072285487648	-7.82317278690239	-0.238541275631045	5.35786e-12	3.8279131e-09	1.74346417e-09	0	1	P	Tpm1	CTCF_pos		P	Tln2,Mir190a	CTCF_pos		7.36168718338013	7.41524171829224	8.54219245910645	8.66113662719727	10.0316801071167
chr9	67040000	67050000	chr9	67260000	67270000	1020.5	56	1267.5	117.5	LD	HD	0	1	0	1	54	4.8e-15	67	0	-8.96864248790667	0.810768058167628	0	0	0	0	2	P	Tpm1	CTCF_pos		P	Tln2	CTCF_pos		14.1926975250244	15.2273807525635	7.83208894729614	13.0612173080444	23.2800102233887
chr9	67050000	67060000	chr9	67150000	67160000	103.5	246.5	105.5	334.5	LD	LD	0	1	8	0.994929231029963	39	7.794786771e-08	17	0.99548443157754	-2.92222459877674	-0.0276697900508662	8.24607095413e-06	0.00143474279955807	0.00062577940935435	0	1	S				E			Active_CTCF_pos	2.83867621421814	1.76939535140991	3.54422450065613	3.70129466056824	4.61044311523438
chr9	67050000	67060000	chr9	67270000	67280000	103.5	284.5	105.5	503	LD	LD	0	1	9	0.726265514858288	26	1.15629775863e-06	29	1.140979006912e-05	-2.70808148034918	-0.0488795577687698	3.196921987198e-05	0.00450361503727854	0.00201416478755302	0	2	S				E			Active_CTCF_pos	5.82264518737793	8.74764442443848	5.13980865478516	4.89795637130737	9.87636756896973
chr9	67230000	67240000	chr9	67270000	67280000	76	284.5	95.5	503	LD	LD	0	1	0	1	43	0.0012849178794269	48	0.0212087964675724	-8.56166416969872	0.42992450566689	0	0	0	0	1	P	Tln2,Mir190a	CTCF_pos		E			Active_CTCF_pos	2.01396703720093	2.35123252868652	2.91253781318665	5.25236892700195	4.41009569168091
chr9	67230000	67240000	chr9	67670000	67680000	76	123.5	95.5	160	LD	LD	0	1	0	1	4	0.932044474688992	10	0.00487975045920276	-5.86441646356716	-1.77031961296051	0.00091359769455713	0.0674539896815476	0.0285479619890109	0	1	P	Tln2,Mir190a	CTCF_pos		S				1.51037549972534	0.671695828437805	3.85784864425659	2.72302174568176	6.78581237792969
chr9	67240000	67250000	chr9	67270000	67280000	214	284.5	265.5	503	LD	LD	50	0.0394936771644748	43	0.109438121014696	77	3.984184920138e-05	101	1.422752481719e-05	-1.02221989280012	1.8982090641849	0.00037156159887481	0.0334229797589861	0.0150088228699462	0	2	S				E			Active_CTCF_pos	3.84810566902161	3.73717308044434	5.54406595230103	6.18120527267456	8.12034225463867
chr9	67340000	67350000	chr9	67680000	67690000	37.5	320.5	68	419	LD	LD	0	1	0	1	14	0.00109473532862054	13	0.0143954536558943	-6.82272369510309	-1.07893948569413	3.13047849041e-06	0.00062140235243513	0.00027950822320133	0	1	S				S				3.93436026573181	2.99086999893189	1.81691908836365	3.70442461967468	9.05815029144287
chr9	67340000	67350000	chr9	67800000	67810000	37.5	316.5	68	373.5	LD	LD	0	1	0	1	11	0.00177659676949722	5	0.917484691531176	-6.09262890738128	-1.62088133430753	0.00033745989228078	0.0310682336313832	0.0139479853583626	0	1	S				S				2.39333724975586	2.84296321868897	6.07414436340332	NA	6.65809917449951
chr9	69340000	69350000	chr9	69480000	69490000	53.5	430	87.5	703.5	LD	LD	0	1	0	1	33	1.3557801003e-07	27	1.328250552282e-05	-7.9716167017608	-0.107912323230195	2.265e-13	2.0043005e-10	8.755975e-11	0	2	S				P	Anxa2	CTCF_pos		4.11737871170044	3.13126158714294	3.33379411697388	5.57709503173828	7.51677227020264
chr9	69340000	69350000	chr9	69500000	69510000	53.5	750	87.5	964	LD	LD	0	1	0	1	38	1.26648e-11	31	1.1149792226e-07	-8.17265342899043	0.0729884115081008	1.53e-15	1.83047e-12	7.9968e-13	0	2	S				S				4.55638122558594	3.46638059616089	3.07237267494202	6.74821710586548	9.40776920318604
chr9	69350000	69360000	chr9	69490000	69500000	379.5	119	486.5	166.5	LD	ND	51	4.7384e-13	40	1.367515859e-08	93	0	80	0	-1.02262076127642	1.87068419319055	0.00041595435302985	0.0366880262398471	0.0160304404152891	2	2	S				S				11.353982925415	8.94646167755127	8.94860553741455	15.0004625320435	20.6711235046387
chr9	69360000	69370000	chr9	69430000	69440000	356	70.5	490.5	140	LD	LD	0	1	0	1	38	0.369507448009629	41	0.00697249388919855	-8.35922451202846	0.24330869832946	0	9.34e-15	4.2e-15	0	1	P	Gm15511	CTCF_pos		P	Gm7802	CTCF_pos		4.89531326293945	4.45109748840332	3.97520232200623	5.49544143676758	6.23981666564941
chr9	69360000	69370000	chr9	69490000	69500000	356	119	490.5	166.5	LD	ND	43	7.640733321612e-05	51	5.291788033e-08	97	0	81	1e-17	-1.02912144688329	1.90913414453568	0.00032408309005341	0.0299917923989631	0.012657295424958	2	2	P	Gm15511	CTCF_pos		S				11.0784921646118	12.4759883880615	12.7090902328491	13.6911926269531	19.875524520874
chr9	69370000	69380000	chr9	69410000	69420000	188	135	275.5	280.5	LD	ND	33	0.224396086189757	16	0.994929231029963	69	0.00161411219314492	57	0.00019564731633351	-1.44599789360431	1.30788394642303	5.35979876698e-05	0.00693713367373639	0.0030300308889051	0	2	E			Active_CTCF_pos	P	Ice2	CTCF_pos		2.53036880493164	1.78693664073944	1.9679309129715	3.38288187980652	6.03145456314087
chr9	69390000	69400000	chr9	69480000	69490000	158	430	224.5	703.5	LD	LD	37	0.00514209972555447	27	0.0852738301737942	99	0	67	4.407932e-11	-1.47476885698735	1.68929516912104	2.07684686853e-06	0.00043604510478414	0.00019118241584219	1	2	P	Ice2	CTCF_pos		P	Anxa2	CTCF_pos		5.82290410995483	3.4630720615387	3.72260665893555	10.3161993026733	14.0788116455078
chr9	69410000	69420000	chr9	69450000	69460000	135	42	280.5	71	ND	LD	0	1	0	1	32	0.393633511708422	33	0.00569207448330069	-8.08005574740783	-0.010376102049228	1.682e-14	1.745211e-11	7.94708e-12	0	1	P	Ice2	CTCF_pos		P	Gm4978,Anxa2,Mir3109	CTCF_pos		1.54920530319214	1.22264087200165	1.41691029071808	1.95851051807404	3.3724262714386
chr9	69410000	69420000	chr9	69480000	69490000	135	430	280.5	703.5	ND	LD	27	0.307211038406174	34	0.00060565163177229	126	0	83	4.0352e-13	-1.89063500574463	1.9160210010679	1.2515841e-10	7.061822977e-08	2.973306382e-08	1	2	P	Ice2	CTCF_pos		P	Anxa2	CTCF_pos		4.66584539413452	3.19922637939453	4.99739742279053	12.4896402359009	14.2759437561035
chr9	69410000	69420000	chr9	69490000	69500000	135	119	280.5	166.5	ND	ND	11	1	4	1	45	7.80206305318e-06	36	0.00042894975285893	-2.5015653743093	0.50029501474971	1.08722245813e-06	0.00025025449990864	0.00011231062348243	0	2	P	Ice2	CTCF_pos		S				1.26038634777069	3.66343450546265	2.34617280960083	3.24920964241028	5.60253953933716
chr9	69410000	69420000	chr9	69500000	69510000	135	750	280.5	964	ND	LD	18	1	22	0.606055518886635	56	0.00407529848989052	49	0.00725727228231681	-1.49524568575793	1.04160344567442	0.00016074014121393	0.0170933213843105	0.00766321417673388	0	2	P	Ice2	CTCF_pos		S				3.63931488990784	2.80343914031982	2.5260546207428	7.11963033676148	8.89780902862549
chr9	69430000	69440000	chr9	69480000	69490000	70.5	430	140	703.5	LD	LD	0	1	0	1	50	0.00459543073174386	55	5.9431854548e-07	-8.76803551670874	0.622140968809385	0	0	0	0	2	P	Gm7802	CTCF_pos		P	Anxa2	CTCF_pos		2.36898803710938	2.21268820762634	1.46459579467773	4.19282245635986	6.19094800949097
chr9	71170000	71180000	chr9	71610000	71620000	72	1152	77	1545	ND	LD	0	1	9	0.994929231029963	16	0.00333911456418183	25	1.0556408563e-06	-2.27886041109116	-0.372883731224957	0.00166043221065596	0.106780062712545	0.0466218659642221	0	2	S				S				7.55187749862671	12.0905246734619	5.30454206466675	13.6151084899902	16.1815528869629
chr9	71350000	71360000	chr9	71440000	71450000	390.5	202	431.5	293.5	ND	ND	14	1	16	0.994929231029963	46	0.00329274807187684	31	0.44797450718197	-1.46643989647704	0.633808515517857	0.0014822368559452	0.0980408496202824	0.0430494020412914	0	1	S				S				2.72948622703552	3.95779657363892	3.85555696487427	4.35895729064941	6.19467735290527
chr9	71350000	71360000	chr9	71620000	71630000	390.5	698.5	431.5	921	ND	ND	17	0.373918937436588	26	0.0469419049748029	36	7.1326813773e-07	67	0	-1.34778723933503	1.03253060366838	0.0006508930375096	0.052312310225127	0.0220742146430318	0	2	S				S				9.50832557678223	13.7915868759155	9.68378734588623	19.9961414337158	25.6934585571289
chr9	71460000	71470000	chr9	71610000	71620000	299	1152	370.5	1545	ND	LD	20	1	37	0.989770842465727	61	2.998859579529e-05	88	2.193553e-11	-1.486648040258	1.51280713676706	7.25088220344e-06	0.00127972138985216	0.0005819603589288	0	2	S				S				7.49754047393799	8.47971916198731	8.43708515167236	20.5540046691895	20.3643856048584
chr9	71460000	71470000	chr9	71620000	71630000	299	698.5	370.5	921	ND	ND	13	1	11	1	37	0.0368600036418591	55	1.18667889785e-06	-2.01210285094622	0.734393825134191	9.75830040752e-06	0.00164383899675075	0.0007190251286807	0	1	S				S				3.31373190879822	4.20917654037476	4.22451257705689	14.5508432388306	13.4147815704346
chr9	71490000	71500000	chr9	71610000	71620000	106.5	1152	126	1545	ND	LD	0	1	18	0.994929231029963	43	1.402932281066e-05	56	7.3248270145e-07	-2.57551691030217	0.744245579767206	3.376761729e-08	1.151525568104e-05	5.23468484502e-06	0	2	S				S				3.65898251533508	5.38803195953369	3.64327836036682	16.2401542663574	10.919882774353
chr9	71490000	71500000	chr9	71620000	71630000	106.5	698.5	126	921	ND	ND	0	1	19	0.386290330163101	23	0.0888245061934717	40	5.35310625751e-06	-1.84347717301394	0.254135335821232	0.00073920290438042	0.0574248390556068	0.0257084807081086	0	1	S				S				3.29997634887695	1.90311694145203	2.67559790611267	7.30196952819824	6.91962671279907
chr9	71510000	71520000	chr9	71610000	71620000	172	1152	206.5	1545	LD	LD	31	1	77	0.00019685415404983	88	2.259186038e-08	139	0	-1.17964203867346	2.18512035075464	7.5888316659e-06	0.00133180400682876	0.00056526471981439	1	2	S				S				10.5716218948364	10.970251083374	11.3415184020996	27.7597103118897	22.5669059753418
chr9	71510000	71520000	chr9	71620000	71630000	172	698.5	206.5	921	LD	ND	16	1	30	0.994929231029963	52	0.002720008633198	58	0.00299261816087515	-1.36506602867006	1.13199523502573	0.00034034562170891	0.0313270927338857	0.0140505992609082	0	2	S				S				4.80535268783569	6.41897869110107	9.29757785797119	9.63588714599609	11.014518737793
chr9	71520000	71530000	chr9	71610000	71620000	74.5	1152	105.5	1545	LD	LD	33	0.923674027249054	74	7.578062646653e-05	116	1.4e-16	196	0	-1.64684879068986	2.50735955586531	9.72728e-12	6.6549196e-09	2.99363284e-09	1	2	S				S				9.73516750335693	11.7084817886353	12.0984716415405	26.4443416595459	28.8334064483643
chr9	71530000	71540000	chr9	71610000	71620000	127	1152	177.5	1545	ND	LD	65	0.0210321851872812	104	1.769599254794e-05	223	0	229	0	-1.53018876526308	3.07833050717626	3.227e-14	3.237866e-11	1.35994e-11	1	2	S				S				14.2003526687622	15.264310836792	20.1276912689209	33.981315612793	35.0677490234375
chr9	71530000	71540000	chr9	71620000	71630000	127	698.5	177.5	921	ND	ND	33	1	55	0.202875658274173	105	2.15092744e-09	105	1.84220293e-09	-1.36579120960158	2.03592033168568	8.6838312961e-07	0.00020177363962577	9.086108030856e-05	0	2	S				S				8.00649261474609	10.8839406967163	10.1042184829712	19.1794128417969	18.4714012145996
chr9	71540000	71550000	chr9	71590000	71600000	572	132.5	729	277.5	ND	LD	70	0.0331115646716054	75	0.215971525488917	195	0	258	0	-1.73484975579372	3.02442061029105	4e-17	6.432e-14	2.893e-14	0	2	E			Active_CTCF_pos	P	Myzap	CTCF_pos		8.80777549743652	11.8378820419312	13.9136600494385	25.2591991424561	27.5572681427002
chr9	71540000	71550000	chr9	71610000	71620000	572	1152	729	1545	ND	LD	165	0.0422247594327095	221	0.00016337507919918	494	0	581	0	-1.58039918752756	4.30139737701	0	0	0	1	2	E			Active_CTCF_pos	S				29.5248584747315	38.1125221252441	52.9269790649414	75.3125305175781	77.6195373535156
chr9	71540000	71550000	chr9	71620000	71630000	572	698.5	729	921	ND	ND	77	1	100	0.994929231029963	254	6e-17	196	8.56532713304e-06	-1.46024402366467	3.09905402446529	2.7979e-13	2.4304453e-10	1.1077104e-10	0	2	E			Active_CTCF_pos	S				14.8725595474243	22.1332511901855	19.7572441101074	31.0028762817383	34.3414916992188
chr9	71550000	71560000	chr9	71590000	71600000	134	132.5	278	277.5	ND	LD	21	0.846681712712828	21	0.994929231029963	58	0.00307936877761087	89	6.262832e-11	-1.88838445635515	1.40065866516298	7.744625433e-08	2.426536089895e-05	1.024218995027e-05	0	2	E			Active_CTCF_pos	P	Myzap	CTCF_pos		2.16888737678528	1.8809859752655	4.32944774627686	8.45720481872559	8.0419397354126
chr9	71550000	71560000	chr9	71610000	71620000	134	1152	278	1545	ND	LD	60	0.0589920244630709	73	0.286133451730484	190	0	194	0	-1.63258354732615	2.82112623385645	9.542e-14	8.89795e-11	3.997738e-11	0	2	E			Active_CTCF_pos	S				9.1604528427124	11.7985706329346	14.0008792877197	33.5539665222168	25.5762634277344
chr9	71970000	71980000	chr9	72090000	72100000	95.5	331	87	273.5	LD	ND	0	1	0	1	15	0.00018572619540492	9	0.112408394068651	-6.6654232735335	-1.20235013040728	1.095707589038e-05	0.00183616466863658	0.000801112465869	0	1	E			Active_CTCF_pos	S				1.55229556560516	0.798226952552795	0.475210219621658	1.38214075565338	2.21162176132202
chr9	71970000	71980000	chr9	72190000	72200000	95.5	406	87	422.5	LD	ND	0	1	0	1	16	0.00502697184596938	21	4.018024230517e-05	-7.26448144237887	-0.719428582383801	3.720016833e-08	1.255120674909e-05	5.64188553728e-06	0	2	E			Active_CTCF_pos	S				3.27523803710938	4.21182870864868	6.11881971359253	8.43536949157715	6.11394166946411
